situation_professionnelle,duree_emploie,revenu_mensuel,secteur_activite,type_contrat,score_professionnelle
employe,27.0,3912437,sante,freelance,90
etudiant,3.0,435570,education,stage,77
etudiant,3.0,430752,education,stage,80
sans_emploi,,0,,,75
sans_emploi,,0,,,79
retraite,26.0,987470,education,freelance,90
independant,5.0,3232551,autres,temporaire,90
sans_emploi,,0,,,82
employe,27.0,3627938,services,cdd,90
employe,17.0,1645005,sante,cdd,90
independant,27.0,1313709,education,cdd,90
retraite,37.0,842305,education,freelance,85
sans_emploi,,0,,,48
employe,39.0,2829261,agriculture,temporaire,90
etudiant,2.0,419317,education,stage,62
etudiant,0.0,387625,education,stage,78
etudiant,0.0,397920,education,stage,62
employe,18.0,2990178,autres,cdd,90
retraite,33.0,704130,sante,freelance,79
employe,16.0,3593791,education,temporaire,90
employe,20.0,3652689,industrie,temporaire,90
sans_emploi,,0,,,80
retraite,26.0,945882,education,freelance,90
etudiant,3.0,474111,education,stage,59
sans_emploi,,0,,,64
etudiant,2.0,209563,education,stage,52
retraite,22.0,650326,sante,freelance,90
employe,22.0,1333306,autres,cdd,90
sans_emploi,,0,,,61
sans_emploi,,0,,,73
independant,29.0,3285715,industrie,stage,90
retraite,23.0,573713,sante,freelance,66
employe,30.0,2730562,commerce,freelance,90
sans_emploi,,0,,,65
employe,7.0,3005302,autres,stage,90
retraite,35.0,543656,sante,freelance,88
employe,18.0,2867323,agriculture,cdi,90
sans_emploi,,0,,,90
sans_emploi,,0,,,88
employe,8.0,2162501,education,cdd,90
retraite,40.0,844987,sante,freelance,90
employe,15.0,2696077,sante,stage,90
independant,9.0,2412894,services,freelance,90
employe,10.0,2546729,autres,stage,90
sans_emploi,,0,,,90
independant,4.0,1550363,autres,cdd,83
retraite,38.0,772130,sante,freelance,87
employe,32.0,2322553,services,cdi,90
retraite,36.0,526517,education,freelance,85
retraite,36.0,862031,sante,freelance,90
independant,15.0,3180739,services,temporaire,84
etudiant,1.0,318955,education,stage,78
sans_emploi,,0,,,69
etudiant,4.0,332246,education,stage,63
independant,36.0,1986193,sante,cdi,90
sans_emploi,,0,,,59
employe,40.0,1210409,agriculture,freelance,90
etudiant,0.0,350191,education,stage,88
retraite,40.0,669358,sante,freelance,89
sans_emploi,,0,,,60
retraite,32.0,907001,sante,freelance,90
employe,19.0,2996681,autres,cdd,90
employe,15.0,2705299,agriculture,cdd,90
etudiant,2.0,364546,education,stage,48
independant,1.0,1390963,autres,stage,82
sans_emploi,,0,,,79
etudiant,4.0,319512,education,stage,68
retraite,29.0,610320,education,freelance,90
independant,21.0,3589517,commerce,cdd,90
retraite,25.0,828433,sante,freelance,90
employe,8.0,3804860,commerce,cdi,90
employe,36.0,3343277,autres,stage,90
independant,2.0,1142278,informatique,stage,89
independant,11.0,1945284,informatique,temporaire,90
sans_emploi,,0,,,72
etudiant,4.0,411666,education,stage,70
independant,31.0,3264358,education,cdd,90
etudiant,1.0,338617,education,stage,63
employe,31.0,1315620,education,cdi,90
employe,25.0,1366280,autres,cdi,90
sans_emploi,,0,,,70
etudiant,5.0,465742,education,stage,56
etudiant,1.0,307703,education,stage,90
employe,36.0,1594867,autres,temporaire,90
retraite,21.0,540154,sante,freelance,90
employe,22.0,2696241,industrie,freelance,90
retraite,25.0,870076,education,freelance,82
etudiant,4.0,412163,education,stage,60
sans_emploi,,0,,,90
etudiant,4.0,223981,education,stage,85
employe,13.0,3506334,agriculture,stage,90
retraite,37.0,951354,education,freelance,90
retraite,40.0,886465,sante,freelance,79
independant,13.0,2531532,informatique,temporaire,86
retraite,20.0,822832,education,freelance,83
employe,24.0,1043713,education,stage,90
retraite,24.0,771209,education,freelance,90
retraite,30.0,569587,sante,freelance,90
retraite,21.0,583191,sante,freelance,80
independant,30.0,3661887,agriculture,temporaire,82
etudiant,2.0,247490,education,stage,79
sans_emploi,,0,,,79
retraite,37.0,603856,education,freelance,90
independant,38.0,2696132,services,freelance,90
etudiant,1.0,301318,education,stage,79
sans_emploi,,0,,,78
etudiant,3.0,462425,education,stage,61
retraite,26.0,631170,sante,freelance,83
etudiant,5.0,415931,education,stage,75
employe,5.0,3168406,education,temporaire,90
retraite,20.0,536333,sante,freelance,90
retraite,38.0,451655,education,freelance,90
independant,19.0,1398518,commerce,cdi,90
sans_emploi,,0,,,69
sans_emploi,,0,,,77
independant,22.0,3407235,commerce,cdd,90
sans_emploi,,0,,,76
employe,31.0,1507084,services,temporaire,90
retraite,24.0,493881,education,freelance,90
retraite,34.0,671426,sante,freelance,90
independant,35.0,1207915,education,cdi,90
retraite,37.0,703382,education,freelance,90
employe,13.0,3083724,industrie,cdd,90
etudiant,1.0,324501,education,stage,71
retraite,25.0,411364,education,freelance,90
etudiant,4.0,249066,education,stage,90
retraite,29.0,850402,education,freelance,90
retraite,21.0,406132,sante,freelance,90
retraite,33.0,485541,education,freelance,90
etudiant,0.0,310720,education,stage,80
retraite,39.0,985835,sante,freelance,79
retraite,25.0,892992,education,freelance,90
sans_emploi,,0,,,76
independant,23.0,2713885,sante,freelance,90
etudiant,2.0,377372,education,stage,68
employe,35.0,3181145,autres,temporaire,90
etudiant,2.0,311608,education,stage,86
independant,11.0,2622421,informatique,stage,90
employe,36.0,1469375,industrie,cdi,90
retraite,28.0,728901,education,freelance,85
etudiant,4.0,469628,education,stage,64
independant,11.0,3874839,autres,cdi,90
employe,21.0,1675115,industrie,freelance,90
etudiant,0.0,317545,education,stage,87
retraite,38.0,457528,education,freelance,90
sans_emploi,,0,,,63
retraite,34.0,706546,sante,freelance,87
sans_emploi,,0,,,81
sans_emploi,,0,,,86
independant,1.0,3041137,informatique,cdd,83
etudiant,0.0,441857,education,stage,74
employe,25.0,2100079,industrie,temporaire,90
independant,8.0,1996573,services,cdd,84
retraite,37.0,656746,education,freelance,90
etudiant,4.0,497401,education,stage,47
etudiant,1.0,323589,education,stage,80
employe,40.0,1443537,sante,freelance,90
employe,28.0,1423401,autres,cdi,90
retraite,30.0,923856,sante,freelance,90
etudiant,0.0,203825,education,stage,70
etudiant,3.0,461808,education,stage,79
retraite,28.0,476399,education,freelance,90
employe,3.0,1089379,services,cdi,90
retraite,39.0,585219,education,freelance,90
independant,35.0,3710046,informatique,cdi,90
sans_emploi,,0,,,67
sans_emploi,,0,,,77
employe,5.0,1972336,agriculture,temporaire,90
independant,40.0,2042998,industrie,cdi,90
etudiant,5.0,354624,education,stage,76
etudiant,0.0,271999,education,stage,74
retraite,23.0,535942,sante,freelance,82
independant,26.0,2879303,agriculture,temporaire,82
retraite,23.0,532642,education,freelance,90
sans_emploi,,0,,,60
sans_emploi,,0,,,90
independant,7.0,2241502,education,freelance,84
retraite,32.0,475503,education,freelance,90
retraite,29.0,814482,sante,freelance,90
etudiant,0.0,433936,education,stage,81
independant,27.0,3445252,autres,cdd,90
employe,10.0,1046168,sante,cdi,90
sans_emploi,,0,,,89
retraite,21.0,698630,sante,freelance,90
etudiant,2.0,445056,education,stage,82
etudiant,1.0,235119,education,stage,54
retraite,27.0,695170,education,freelance,90
employe,39.0,1220034,informatique,temporaire,90
sans_emploi,,0,,,87
sans_emploi,,0,,,71
etudiant,0.0,421996,education,stage,76
sans_emploi,,0,,,77
employe,2.0,2274904,industrie,cdd,90
independant,14.0,1794933,sante,cdi,90
sans_emploi,,0,,,61
sans_emploi,,0,,,89
independant,22.0,3706632,commerce,stage,90
retraite,31.0,635127,education,freelance,90
sans_emploi,,0,,,73
etudiant,1.0,353352,education,stage,76
retraite,34.0,614447,sante,freelance,90
independant,5.0,2222340,sante,temporaire,90
employe,1.0,3439236,agriculture,cdd,83
etudiant,1.0,225855,education,stage,90
sans_emploi,,0,,,60
independant,31.0,2264297,informatique,stage,89
retraite,30.0,965004,sante,freelance,90
employe,15.0,1363309,education,cdi,90
retraite,39.0,652663,education,freelance,79
etudiant,2.0,371987,education,stage,62
independant,32.0,3179195,education,freelance,90
sans_emploi,,0,,,76
independant,5.0,2803577,informatique,cdi,90
retraite,20.0,926784,sante,freelance,79
sans_emploi,,0,,,73
etudiant,3.0,476040,education,stage,71
retraite,34.0,440785,sante,freelance,90
employe,21.0,1713519,industrie,stage,90
employe,13.0,1867967,sante,cdi,90
etudiant,1.0,317431,education,stage,78
etudiant,2.0,441901,education,stage,65
employe,33.0,1805220,agriculture,cdi,90
etudiant,4.0,227615,education,stage,78
retraite,28.0,573467,education,freelance,90
retraite,40.0,811396,education,freelance,90
retraite,28.0,577289,sante,freelance,90
retraite,26.0,576219,education,freelance,90
sans_emploi,,0,,,64
independant,40.0,2946906,commerce,temporaire,90
sans_emploi,,0,,,90
independant,19.0,3027163,sante,temporaire,84
independant,15.0,3574246,sante,cdd,90
sans_emploi,,0,,,53
independant,29.0,2366005,informatique,temporaire,90
independant,5.0,3560966,services,freelance,81
etudiant,5.0,244304,education,stage,73
etudiant,3.0,411862,education,stage,67
etudiant,0.0,308062,education,stage,67
etudiant,4.0,423673,education,stage,58
retraite,30.0,447413,education,freelance,90
sans_emploi,,0,,,74
retraite,25.0,624528,sante,freelance,90
independant,5.0,3533175,education,freelance,79
sans_emploi,,0,,,69
etudiant,4.0,239632,education,stage,69
etudiant,1.0,291480,education,stage,90
retraite,35.0,607050,education,freelance,90
employe,18.0,3626276,agriculture,freelance,90
sans_emploi,,0,,,52
employe,8.0,3729975,education,stage,90
retraite,36.0,892544,sante,freelance,90
retraite,34.0,482456,education,freelance,81
sans_emploi,,0,,,67
etudiant,5.0,350868,education,stage,61
independant,12.0,2819857,education,cdi,90
retraite,38.0,827988,sante,freelance,90
independant,10.0,1168303,commerce,freelance,71
independant,30.0,3767883,industrie,cdd,90
etudiant,3.0,311818,education,stage,71
retraite,29.0,991948,sante,freelance,90
etudiant,1.0,426099,education,stage,79
retraite,29.0,954481,education,freelance,90
retraite,30.0,637893,sante,freelance,87
etudiant,1.0,254976,education,stage,65
sans_emploi,,0,,,66
independant,37.0,2623205,education,cdd,90
employe,3.0,2578263,services,cdd,90
employe,6.0,2289798,informatique,temporaire,90
etudiant,3.0,432803,education,stage,73
etudiant,1.0,433535,education,stage,78
independant,35.0,2495166,informatique,temporaire,90
employe,32.0,2078529,commerce,cdd,90
independant,0.0,3810219,services,cdi,90
etudiant,1.0,200299,education,stage,73
independant,1.0,1584425,autres,stage,71
retraite,31.0,686744,education,freelance,74
sans_emploi,,0,,,57
retraite,22.0,500732,sante,freelance,90
etudiant,0.0,228177,education,stage,72
etudiant,3.0,260261,education,stage,63
employe,38.0,2886538,sante,stage,90
etudiant,4.0,367565,education,stage,56
independant,7.0,1696251,services,cdi,90
independant,2.0,3458840,commerce,stage,90
sans_emploi,,0,,,71
sans_emploi,,0,,,65
independant,8.0,3837143,commerce,cdi,90
independant,30.0,1503630,agriculture,stage,89
retraite,26.0,557552,sante,freelance,90
independant,31.0,3057856,services,cdd,90
etudiant,2.0,421253,education,stage,89
retraite,25.0,782820,sante,freelance,88
independant,5.0,1520298,commerce,cdd,84
sans_emploi,,0,,,83
employe,35.0,2826599,agriculture,stage,90
employe,15.0,1754987,services,cdd,90
retraite,39.0,943186,education,freelance,90
independant,39.0,1280570,autres,freelance,90
sans_emploi,,0,,,84
retraite,33.0,709293,education,freelance,90
retraite,37.0,645213,sante,freelance,76
independant,2.0,2431598,agriculture,cdi,90
etudiant,5.0,291013,education,stage,63
retraite,34.0,481957,education,freelance,75
employe,6.0,3178516,sante,cdd,90
sans_emploi,,0,,,74
employe,13.0,3253145,industrie,cdd,90
retraite,40.0,983855,sante,freelance,90
employe,4.0,3317127,commerce,cdd,90
retraite,35.0,889929,sante,freelance,90
employe,38.0,3247558,autres,temporaire,90
etudiant,4.0,457414,education,stage,54
independant,15.0,2620962,industrie,stage,90
employe,2.0,3123387,services,stage,90
etudiant,5.0,400279,education,stage,61
retraite,23.0,515313,education,freelance,90
independant,17.0,1622517,industrie,temporaire,90
sans_emploi,,0,,,88
independant,34.0,3253499,sante,cdd,90
etudiant,1.0,325554,education,stage,73
independant,25.0,2496835,informatique,stage,86
sans_emploi,,0,,,73
independant,27.0,3050293,industrie,temporaire,75
sans_emploi,,0,,,86
sans_emploi,,0,,,71
independant,3.0,2107524,autres,cdi,90
independant,28.0,2870963,commerce,temporaire,82
employe,11.0,2507525,agriculture,temporaire,90
independant,5.0,1810190,agriculture,freelance,90
retraite,40.0,953647,education,freelance,84
etudiant,4.0,368683,education,stage,80
etudiant,5.0,249795,education,stage,78
sans_emploi,,0,,,69
sans_emploi,,0,,,71
employe,18.0,2581506,agriculture,freelance,90
etudiant,1.0,270821,education,stage,65
etudiant,3.0,241705,education,stage,83
sans_emploi,,0,,,71
employe,5.0,2857246,sante,temporaire,90
etudiant,4.0,228710,education,stage,70
employe,10.0,1489806,informatique,temporaire,90
etudiant,2.0,234733,education,stage,84
retraite,27.0,478497,education,freelance,82
retraite,32.0,601127,education,freelance,79
employe,10.0,2214029,agriculture,temporaire,90
retraite,24.0,921186,sante,freelance,90
independant,25.0,2657300,informatique,freelance,90
sans_emploi,,0,,,85
retraite,32.0,854189,sante,freelance,78
independant,14.0,3456623,services,cdd,90
sans_emploi,,0,,,51
etudiant,0.0,453061,education,stage,66
independant,19.0,2314082,sante,cdd,90
employe,18.0,3879436,industrie,freelance,90
etudiant,3.0,274895,education,stage,79
retraite,34.0,896087,sante,freelance,67
sans_emploi,,0,,,78
employe,31.0,1727977,commerce,temporaire,90
sans_emploi,,0,,,79
sans_emploi,,0,,,66
sans_emploi,,0,,,89
etudiant,2.0,437752,education,stage,90
sans_emploi,,0,,,87
sans_emploi,,0,,,83
sans_emploi,,0,,,79
independant,9.0,1756545,education,cdi,90
sans_emploi,,0,,,72
sans_emploi,,0,,,80
independant,33.0,3962682,informatique,temporaire,82
retraite,35.0,933723,education,freelance,90
etudiant,4.0,472375,education,stage,68
sans_emploi,,0,,,79
etudiant,2.0,382855,education,stage,67
employe,4.0,1176842,education,cdd,90
retraite,33.0,496545,education,freelance,90
sans_emploi,,0,,,88
sans_emploi,,0,,,65
etudiant,2.0,243148,education,stage,56
sans_emploi,,0,,,75
etudiant,1.0,276232,education,stage,53
retraite,40.0,517484,education,freelance,75
etudiant,5.0,312086,education,stage,62
etudiant,3.0,327542,education,stage,76
independant,10.0,3554673,industrie,freelance,90
retraite,21.0,746728,sante,freelance,90
etudiant,4.0,234740,education,stage,72
independant,31.0,2968342,education,cdd,90
sans_emploi,,0,,,87
employe,16.0,3586502,agriculture,freelance,90
sans_emploi,,0,,,84
sans_emploi,,0,,,62
sans_emploi,,0,,,65
sans_emploi,,0,,,54
independant,39.0,2551926,education,freelance,90
sans_emploi,,0,,,71
retraite,37.0,451386,education,freelance,90
independant,24.0,2823840,agriculture,stage,82
independant,15.0,2770157,sante,cdi,90
employe,16.0,2455573,industrie,freelance,90
independant,33.0,3916383,commerce,stage,90
etudiant,3.0,235120,education,stage,90
retraite,40.0,546000,sante,freelance,90
independant,32.0,3817966,sante,cdd,79
independant,24.0,3541819,industrie,temporaire,90
etudiant,4.0,435277,education,stage,74
sans_emploi,,0,,,90
retraite,39.0,706975,education,freelance,90
employe,29.0,2934477,autres,cdi,90
retraite,37.0,701412,education,freelance,90
employe,29.0,2311334,informatique,cdi,90
retraite,22.0,951957,sante,freelance,77
sans_emploi,,0,,,70
sans_emploi,,0,,,62
independant,10.0,1672647,services,cdd,90
sans_emploi,,0,,,85
etudiant,5.0,200170,education,stage,49
employe,23.0,1697137,informatique,stage,90
independant,18.0,3991184,industrie,temporaire,90
employe,15.0,2243885,industrie,temporaire,90
independant,31.0,3415912,industrie,temporaire,90
independant,23.0,3266606,services,cdi,90
employe,4.0,1416521,services,cdd,90
sans_emploi,,0,,,76
employe,6.0,1516200,education,temporaire,90
independant,25.0,1830893,sante,cdi,90
retraite,28.0,946348,education,freelance,89
retraite,22.0,933794,education,freelance,78
retraite,28.0,729115,education,freelance,88
etudiant,0.0,454340,education,stage,74
employe,38.0,1274519,informatique,cdd,90
sans_emploi,,0,,,90
employe,0.0,3691009,informatique,cdi,90
sans_emploi,,0,,,67
retraite,27.0,735176,sante,freelance,76
sans_emploi,,0,,,83
employe,3.0,3770137,services,freelance,90
etudiant,0.0,233803,education,stage,81
independant,30.0,1063798,education,freelance,90
retraite,28.0,736686,education,freelance,90
retraite,40.0,771252,education,freelance,90
independant,13.0,3285411,commerce,cdi,90
employe,32.0,3898310,agriculture,cdd,90
sans_emploi,,0,,,65
independant,4.0,1511124,informatique,freelance,90
sans_emploi,,0,,,72
retraite,29.0,524099,sante,freelance,90
etudiant,0.0,240517,education,stage,81
independant,35.0,1513511,services,freelance,90
retraite,31.0,493667,education,freelance,90
retraite,33.0,831998,sante,freelance,90
sans_emploi,,0,,,56
employe,13.0,1212236,industrie,freelance,90
etudiant,5.0,351411,education,stage,64
retraite,26.0,593791,sante,freelance,82
retraite,24.0,675841,education,freelance,75
etudiant,5.0,296882,education,stage,81
sans_emploi,,0,,,79
retraite,40.0,761768,education,freelance,73
etudiant,5.0,304285,education,stage,73
etudiant,2.0,269073,education,stage,78
employe,21.0,2800788,sante,stage,90
independant,20.0,2702838,sante,freelance,90
retraite,32.0,443613,sante,freelance,90
employe,1.0,1289874,commerce,freelance,90
etudiant,5.0,283564,education,stage,55
retraite,39.0,686262,sante,freelance,90
sans_emploi,,0,,,90
employe,31.0,1198085,informatique,cdd,90
employe,16.0,1866949,autres,freelance,90
employe,24.0,1756854,agriculture,freelance,90
sans_emploi,,0,,,55
independant,31.0,2000152,education,cdi,90
etudiant,1.0,354345,education,stage,89
independant,15.0,3113939,autres,temporaire,90
etudiant,3.0,472281,education,stage,61
sans_emploi,,0,,,88
sans_emploi,,0,,,36
independant,24.0,1311179,informatique,freelance,90
sans_emploi,,0,,,87
employe,22.0,1099802,autres,cdi,90
retraite,25.0,583945,education,freelance,90
employe,17.0,3928604,informatique,stage,90
retraite,26.0,429868,education,freelance,90
etudiant,5.0,204215,education,stage,85
employe,38.0,2684795,education,stage,90
independant,37.0,3698484,industrie,freelance,78
employe,22.0,1457430,sante,freelance,90
etudiant,4.0,396011,education,stage,71
sans_emploi,,0,,,61
sans_emploi,,0,,,57
independant,35.0,2311475,industrie,cdi,90
retraite,30.0,467241,education,freelance,90
retraite,27.0,775243,education,freelance,85
independant,33.0,1910890,commerce,cdd,90
retraite,25.0,607635,sante,freelance,73
sans_emploi,,0,,,55
employe,20.0,1820719,services,freelance,90
independant,9.0,2882700,informatique,cdi,90
employe,33.0,2921454,agriculture,temporaire,90
employe,2.0,3412980,commerce,cdi,90
employe,28.0,1541393,services,cdi,90
etudiant,4.0,361719,education,stage,58
sans_emploi,,0,,,77
sans_emploi,,0,,,61
sans_emploi,,0,,,88
etudiant,4.0,242314,education,stage,64
retraite,30.0,926805,sante,freelance,90
etudiant,4.0,322817,education,stage,58
independant,28.0,3767050,commerce,temporaire,86
independant,19.0,2023560,agriculture,cdd,76
employe,14.0,2839822,education,cdd,90
independant,29.0,2712633,autres,cdd,81
retraite,30.0,797755,education,freelance,77
employe,2.0,2278771,commerce,cdi,90
employe,5.0,3500381,services,freelance,90
employe,36.0,1694292,education,freelance,90
etudiant,4.0,259526,education,stage,90
retraite,26.0,769349,education,freelance,90
etudiant,2.0,363060,education,stage,78
retraite,31.0,671108,education,freelance,90
etudiant,3.0,318125,education,stage,76
retraite,23.0,756387,sante,freelance,90
independant,9.0,3832782,sante,cdd,90
retraite,24.0,573577,sante,freelance,90
independant,6.0,3013175,autres,freelance,90
independant,40.0,3590153,services,cdd,90
etudiant,3.0,313797,education,stage,77
independant,17.0,2987050,autres,temporaire,90
sans_emploi,,0,,,76
retraite,28.0,623300,sante,freelance,90
independant,22.0,1391906,education,stage,90
retraite,29.0,591043,education,freelance,90
sans_emploi,,0,,,63
etudiant,3.0,204765,education,stage,57
retraite,21.0,535180,education,freelance,90
employe,11.0,1552337,services,stage,90
independant,40.0,2885039,commerce,cdi,90
sans_emploi,,0,,,60
independant,34.0,2206072,agriculture,temporaire,83
etudiant,3.0,465900,education,stage,65
sans_emploi,,0,,,72
employe,12.0,1055891,sante,freelance,90
employe,2.0,3994349,agriculture,temporaire,90
etudiant,1.0,324822,education,stage,70
independant,2.0,3022675,commerce,cdi,84
employe,0.0,1272127,services,cdd,90
retraite,22.0,817692,sante,freelance,90
independant,27.0,2741332,commerce,stage,90
sans_emploi,,0,,,84
etudiant,0.0,415538,education,stage,79
etudiant,2.0,461335,education,stage,81
employe,1.0,1084789,education,temporaire,90
employe,23.0,2010945,sante,stage,90
employe,10.0,1201084,agriculture,cdi,90
retraite,20.0,843317,sante,freelance,90
employe,8.0,3150840,sante,cdd,90
employe,21.0,2078015,industrie,cdd,90
etudiant,2.0,405339,education,stage,90
retraite,23.0,414365,sante,freelance,90
independant,1.0,3567783,informatique,temporaire,70
etudiant,0.0,363568,education,stage,66
sans_emploi,,0,,,62
employe,35.0,2551139,education,temporaire,90
etudiant,0.0,375380,education,stage,61
sans_emploi,,0,,,68
retraite,27.0,919794,sante,freelance,76
retraite,26.0,589199,sante,freelance,90
independant,21.0,3139281,autres,temporaire,90
independant,35.0,1826827,autres,cdi,90
independant,14.0,1421279,services,cdi,90
etudiant,2.0,228058,education,stage,64
employe,36.0,2258935,autres,freelance,90
employe,18.0,1592706,informatique,cdd,90
etudiant,1.0,365789,education,stage,79
independant,16.0,2993495,education,stage,84
employe,21.0,3533528,industrie,cdd,90
etudiant,5.0,277301,education,stage,86
independant,0.0,2018982,agriculture,freelance,90
etudiant,4.0,315087,education,stage,73
independant,3.0,1737755,autres,cdd,82
employe,36.0,2366038,industrie,cdd,90
etudiant,5.0,389623,education,stage,72
sans_emploi,,0,,,64
etudiant,5.0,385380,education,stage,64
etudiant,5.0,420383,education,stage,56
etudiant,5.0,480498,education,stage,79
independant,11.0,2391097,autres,stage,88
employe,27.0,1623573,agriculture,freelance,90
employe,37.0,2150874,education,cdi,90
etudiant,4.0,435531,education,stage,70
sans_emploi,,0,,,68
independant,23.0,1861594,agriculture,temporaire,84
etudiant,2.0,240366,education,stage,59
employe,21.0,1265504,commerce,cdi,90
sans_emploi,,0,,,50
retraite,38.0,555978,education,freelance,90
etudiant,5.0,419772,education,stage,74
employe,0.0,2095294,informatique,temporaire,90
retraite,26.0,630362,education,freelance,90
independant,9.0,2150938,industrie,temporaire,70
etudiant,5.0,208239,education,stage,62
etudiant,1.0,361290,education,stage,90
independant,17.0,3923418,services,cdd,90
retraite,33.0,896143,sante,freelance,87
retraite,24.0,761576,education,freelance,90
retraite,34.0,751731,sante,freelance,90
etudiant,4.0,460936,education,stage,79
etudiant,5.0,430526,education,stage,78
retraite,31.0,923975,sante,freelance,67
independant,9.0,1668217,agriculture,stage,84
retraite,24.0,554267,education,freelance,90
independant,3.0,1655405,services,freelance,83
sans_emploi,,0,,,80
retraite,32.0,848522,education,freelance,89
employe,35.0,3156499,informatique,cdd,90
sans_emploi,,0,,,76
retraite,32.0,899957,education,freelance,90
employe,1.0,2006986,autres,cdi,90
sans_emploi,,0,,,83
etudiant,2.0,248579,education,stage,73
independant,5.0,1363579,services,temporaire,85
independant,40.0,1387498,autres,freelance,78
sans_emploi,,0,,,67
independant,27.0,3011013,education,cdd,90
retraite,34.0,968758,education,freelance,90
etudiant,1.0,204287,education,stage,75
sans_emploi,,0,,,63
employe,8.0,1035978,commerce,stage,90
employe,35.0,3620415,industrie,stage,90
independant,7.0,2442379,agriculture,cdi,90
employe,35.0,1082196,commerce,freelance,90
sans_emploi,,0,,,84
etudiant,0.0,489625,education,stage,73
sans_emploi,,0,,,79
employe,27.0,1984378,services,cdi,90
sans_emploi,,0,,,88
employe,4.0,2851522,informatique,cdi,90
employe,32.0,3208896,autres,cdi,90
etudiant,0.0,496865,education,stage,70
etudiant,0.0,299925,education,stage,90
employe,13.0,2229061,industrie,freelance,90
sans_emploi,,0,,,64
sans_emploi,,0,,,83
etudiant,0.0,253905,education,stage,67
employe,18.0,3233652,sante,stage,90
sans_emploi,,0,,,80
independant,39.0,2679931,sante,cdi,90
independant,16.0,3688166,agriculture,freelance,90
etudiant,2.0,205638,education,stage,87
independant,1.0,3092143,education,freelance,89
employe,24.0,1535162,sante,cdd,90
etudiant,4.0,223271,education,stage,76
sans_emploi,,0,,,81
etudiant,1.0,441126,education,stage,71
etudiant,5.0,464527,education,stage,70
employe,14.0,3176664,industrie,cdd,90
retraite,25.0,761689,education,freelance,89
retraite,28.0,639675,education,freelance,90
sans_emploi,,0,,,80
etudiant,0.0,387614,education,stage,85
etudiant,0.0,340100,education,stage,52
sans_emploi,,0,,,64
independant,28.0,1479955,industrie,stage,84
retraite,30.0,826317,education,freelance,85
retraite,34.0,490939,sante,freelance,90
independant,3.0,1605408,education,stage,90
sans_emploi,,0,,,82
sans_emploi,,0,,,61
independant,9.0,1541296,informatique,cdi,90
employe,28.0,1655590,informatique,freelance,90
etudiant,1.0,466681,education,stage,67
retraite,37.0,424958,education,freelance,75
employe,14.0,1525762,autres,cdd,90
independant,11.0,2825410,commerce,freelance,90
sans_emploi,,0,,,67
etudiant,3.0,449803,education,stage,82
employe,35.0,1123305,education,temporaire,90
sans_emploi,,0,,,63
retraite,40.0,633161,education,freelance,90
retraite,28.0,435395,sante,freelance,87
sans_emploi,,0,,,68
sans_emploi,,0,,,75
employe,3.0,2988424,autres,cdi,90
retraite,30.0,551340,sante,freelance,90
independant,24.0,2002106,informatique,stage,90
employe,10.0,1710698,education,temporaire,90
employe,20.0,1143127,industrie,temporaire,90
sans_emploi,,0,,,59
independant,35.0,3775430,commerce,cdi,90
employe,18.0,1099648,informatique,freelance,90
employe,20.0,2787522,informatique,cdd,90
independant,16.0,2484479,education,cdi,90
sans_emploi,,0,,,61
sans_emploi,,0,,,64
independant,0.0,2526019,services,freelance,67
retraite,31.0,975677,education,freelance,90
employe,29.0,1776792,sante,freelance,90
etudiant,0.0,224906,education,stage,64
etudiant,0.0,230420,education,stage,79
independant,9.0,1751911,services,cdi,90
employe,40.0,3143704,commerce,cdi,90
etudiant,4.0,268889,education,stage,69
sans_emploi,,0,,,67
independant,29.0,2753767,informatique,temporaire,90
employe,2.0,2475239,services,temporaire,90
retraite,21.0,578800,education,freelance,90
sans_emploi,,0,,,90
retraite,40.0,787619,sante,freelance,85
independant,20.0,1393244,education,cdi,90
etudiant,4.0,492678,education,stage,84
employe,18.0,2930748,autres,freelance,90
retraite,36.0,965163,sante,freelance,75
sans_emploi,,0,,,68
etudiant,1.0,248792,education,stage,83
retraite,39.0,644707,sante,freelance,88
etudiant,1.0,475075,education,stage,77
retraite,34.0,565127,sante,freelance,90
independant,13.0,3648946,autres,cdd,81
independant,0.0,2912152,autres,cdi,90
retraite,26.0,854987,education,freelance,90
sans_emploi,,0,,,62
employe,24.0,3246014,sante,temporaire,90
independant,23.0,2924051,commerce,stage,83
independant,27.0,3897950,industrie,cdd,74
independant,32.0,3865934,agriculture,freelance,90
independant,17.0,3886863,services,temporaire,90
employe,15.0,1222158,agriculture,stage,90
employe,35.0,3416012,agriculture,temporaire,90
retraite,30.0,778029,sante,freelance,75
sans_emploi,,0,,,77
retraite,37.0,866192,education,freelance,83
independant,19.0,1642246,agriculture,freelance,79
retraite,27.0,822147,sante,freelance,90
retraite,33.0,426388,education,freelance,78
sans_emploi,,0,,,65
employe,8.0,2238163,agriculture,freelance,90
sans_emploi,,0,,,76
etudiant,2.0,498060,education,stage,71
sans_emploi,,0,,,73
etudiant,2.0,286982,education,stage,74
independant,11.0,3810223,sante,cdd,90
retraite,30.0,877986,sante,freelance,82
retraite,36.0,527584,sante,freelance,75
retraite,31.0,979875,education,freelance,89
independant,26.0,3790529,informatique,temporaire,90
employe,28.0,1482652,services,cdd,90
retraite,35.0,557193,sante,freelance,66
