revenu_mensuel,depense_mensuelles,dettes_existantes,nbr_dependant,duree_emploie,situation_bancaire,note_financiere
2340.2,613.19,6063.25,2,15,mauvais,53
4035.54,2014.41,9037.64,2,15,excellent,63
4895.26,1501.73,11694.14,4,14,mauvais,42
4946.94,2820.52,23678.51,5,17,excellent,41
3088.44,2068.13,25752.08,4,13,faible,58
4390.85,2897.78,5979.64,2,16,moyen,44
1625.95,526.16,26302.94,0,3,moyen,59
2326.84,529.72,6486.59,0,5,moyen,48
1836.38,1145.56,22288.1,3,14,bon,60
2623.99,590.25,27918.82,0,17,bon,47
1931.8,1091.57,27597.92,5,7,faible,46
2063.85,712.03,11601.97,0,9,bon,63
5355.98,995.57,15215.0,2,20,faible,60
3891.49,1453.69,27101.58,0,6,bon,64
1701.2,986.47,2917.4,0,7,bon,57
4939.54,3484.22,10450.3,3,4,faible,52
2889.38,962.46,2046.17,0,19,bon,39
5779.81,2608.19,11755.78,1,0,faible,55
1999.82,689.65,22088.84,1,13,bon,57
2342.48,1572.2,11622.0,2,19,excellent,53
5325.41,3165.92,8168.01,0,18,excellent,42
4326.43,2758.46,4039.75,3,6,bon,55
5939.95,4151.45,7573.47,3,5,excellent,52
2167.31,1542.45,28345.68,0,7,moyen,58
2983.8,1914.39,15509.79,5,3,faible,57
4240.31,1092.26,8134.16,5,11,excellent,44
2313.4,1093.87,15449.35,1,0,moyen,56
4991.24,2968.03,3800.15,1,5,moyen,52
1509.23,671.52,17372.31,5,2,mauvais,41
4129.35,2964.5,27949.62,1,18,bon,55
4044.69,911.8,1570.3,4,8,moyen,72
1106.63,544.07,20793.84,3,8,faible,56
2620.63,1304.83,23177.26,1,20,faible,42
2559.07,523.95,10632.92,5,3,moyen,63
1132.9,768.01,22723.19,2,11,moyen,65
5168.25,1161.93,20602.81,1,4,moyen,60
4812.51,3242.36,13829.15,3,2,bon,38
2363.91,701.86,17833.86,1,3,faible,56
3758.3,1021.36,25898.81,4,9,faible,56
3674.54,2067.92,11303.01,4,17,moyen,54
1069.04,705.07,17721.27,4,6,bon,46
3102.65,1775.8,26450.74,0,19,moyen,35
2814.36,624.33,27570.37,1,1,faible,50
4745.86,3470.94,14153.94,1,8,bon,49
5303.54,2027.45,4960.05,0,19,bon,52
3661.54,819.07,15030.88,2,14,moyen,36
3053.05,1768.51,2210.66,0,1,mauvais,56
4525.75,3337.04,1276.56,5,1,bon,40
1173.72,893.62,16179.19,4,20,bon,46
4619.52,545.34,6206.18,1,13,mauvais,53
3324.11,1562.7,15613.55,5,12,faible,53
4300.2,1942.18,26346.43,0,2,faible,60
4785.12,3101.79,20663.51,5,12,excellent,47
2677.52,2037.91,10166.38,4,19,excellent,42
3071.09,2215.49,2776.91,1,17,faible,54
5363.16,2727.31,18178.62,5,11,bon,52
1065.28,766.4,28235.99,0,16,mauvais,61
3107.26,2429.52,28527.69,3,10,faible,45
4994.82,2311.51,523.35,4,12,faible,81
2744.6,774.89,394.67,0,9,bon,74
5848.5,3691.24,19503.18,4,14,mauvais,48
4680.13,3645.46,7175.64,0,12,excellent,36
3979.92,928.8,5454.83,2,18,bon,52
4002.54,811.85,18417.53,1,4,faible,55
5460.47,3513.75,16470.95,3,20,faible,51
1192.7,841.57,29942.99,2,8,mauvais,55
2411.81,1909.31,22258.43,0,20,moyen,45
1391.15,1015.14,18591.88,3,3,bon,46
4285.34,3389.88,1679.05,5,12,excellent,63
2130.72,1691.47,1248.23,4,1,moyen,45
3638.92,2342.83,24878.66,2,0,faible,55
4661.25,2774.46,613.62,4,17,bon,75
3762.02,1336.95,18898.8,2,7,moyen,46
1851.73,1036.84,6092.88,4,4,mauvais,56
1719.81,813.96,6623.39,3,7,excellent,49
1276.2,732.44,5556.31,4,17,bon,37
1558.24,653.78,26066.57,2,3,mauvais,39
1381.15,604.0,11501.07,2,16,faible,55
4510.75,965.28,11528.14,5,9,mauvais,35
4306.09,3368.25,11675.95,1,0,bon,42
3827.94,969.97,14865.04,3,11,mauvais,43
1567.13,1028.43,20863.25,5,4,faible,42
5763.75,4063.0,24759.25,0,11,faible,50
4344.56,956.88,22381.46,2,12,moyen,55
5866.9,3612.66,8159.73,2,7,bon,57
3534.53,1329.02,11224.41,1,15,faible,38
3299.29,508.35,10969.76,4,14,excellent,45
4272.52,2724.06,11087.44,1,15,faible,55
5455.01,1171.68,19345.56,0,18,faible,42
5847.93,4109.63,12650.23,0,7,moyen,35
4862.45,1946.71,29388.06,3,16,excellent,58
5623.68,1776.96,17846.01,1,3,bon,53
2373.41,552.69,15301.61,0,19,bon,56
4091.1,1593.96,16025.78,4,19,mauvais,49
3140.95,2019.58,22722.25,0,12,moyen,56
1337.88,616.36,832.1,3,2,moyen,55
1104.43,768.77,15335.9,4,2,moyen,65
2452.82,665.34,24575.63,4,8,mauvais,64
2184.95,1517.0,15556.69,4,12,moyen,62
5048.59,747.67,10901.93,0,15,moyen,49
5409.26,1133.0,14530.45,3,4,bon,35
1032.68,707.15,24958.25,2,7,faible,65
2987.13,887.98,13498.01,2,3,faible,41
2464.26,1687.44,12026.3,5,4,bon,40
1482.19,722.45,9587.09,3,19,bon,40
1588.67,714.65,24782.38,2,10,moyen,48
3461.35,935.16,24306.53,0,0,bon,52
2465.61,603.59,5268.98,2,15,excellent,56
1822.61,1257.2,29418.91,2,11,bon,49
5827.98,3080.22,16321.13,3,18,mauvais,43
1753.85,1266.61,14182.86,1,8,bon,62
4940.78,2618.05,25743.7,1,8,bon,47
1704.82,1021.6,5216.79,4,13,bon,55
3809.92,1117.33,21443.27,2,17,moyen,60
4426.54,3419.97,8545.64,5,10,faible,42
3248.32,660.69,129.82,2,9,mauvais,84
4466.06,1991.53,12802.71,4,14,bon,58
1816.14,708.13,5100.88,3,11,excellent,37
4775.5,2785.45,27742.86,5,8,mauvais,40
2262.87,787.01,2404.63,2,13,faible,43
5599.57,3650.98,18170.8,1,5,bon,51
1496.71,1164.49,29344.3,2,11,bon,52
5507.59,1703.61,20633.98,5,7,excellent,50
5056.92,2619.15,23024.73,1,8,moyen,51
4826.08,1069.85,27209.79,1,12,mauvais,59
3933.82,1966.35,5449.66,1,0,bon,65
2752.52,1881.45,17178.23,0,7,mauvais,43
5695.85,1598.39,7961.74,2,6,faible,55
5092.96,1265.34,7736.93,3,19,moyen,51
5275.67,935.42,12663.12,5,14,faible,59
5248.89,1372.32,16589.73,2,4,faible,62
4348.21,638.2,7731.36,4,16,moyen,45
2314.43,886.43,20644.73,4,14,excellent,64
3591.28,1191.25,9420.9,0,7,excellent,41
1370.52,525.84,2703.0,5,13,bon,46
4383.65,1688.68,6850.76,4,9,excellent,59
3418.02,1287.5,11105.79,5,19,mauvais,40
3902.84,2068.54,14583.61,1,20,moyen,56
1989.37,591.92,29462.85,4,1,mauvais,51
3535.71,2315.08,21834.38,4,17,bon,54
5824.2,4042.78,28916.6,3,8,faible,53
5236.8,3816.42,9085.03,3,0,faible,44
1189.72,723.72,27834.04,3,18,bon,48
3369.68,2102.85,112.68,1,20,faible,75
3157.41,850.4,1409.4,2,14,excellent,63
3820.76,3040.7,22132.78,0,6,excellent,47
2533.56,1508.15,26926.28,4,3,moyen,47
5616.68,1190.91,6956.81,3,20,faible,45
4394.36,1653.69,11215.55,4,11,excellent,52
1055.36,732.9,388.4,5,19,bon,36
3291.3,865.18,6012.49,5,10,mauvais,49
5132.49,1220.76,3332.75,5,20,mauvais,42
3132.28,1978.92,15249.88,3,8,faible,64
4557.06,1375.6,1187.93,3,3,moyen,66
4905.46,1171.89,15290.87,3,0,faible,61
5750.55,2248.9,9712.12,0,6,mauvais,60
1114.97,812.5,3272.75,2,15,moyen,62
2242.52,1215.63,1515.58,5,9,bon,46
2712.11,1741.94,2202.52,5,14,excellent,44
4418.0,1233.57,28254.57,1,4,mauvais,35
4082.28,3145.6,2066.45,2,2,bon,65
1456.43,539.9,10075.74,0,8,moyen,62
5532.26,1196.87,27640.54,2,0,bon,45
5516.51,1134.29,20379.65,2,13,excellent,48
1387.4,726.61,20327.76,2,8,bon,37
3400.69,2565.32,10849.89,0,9,bon,42
4231.0,3345.19,2910.64,1,14,excellent,42
2558.91,1502.45,8001.32,0,10,moyen,43
4349.4,3322.24,15976.97,1,10,excellent,47
1831.47,1068.15,11002.45,3,9,bon,52
5213.55,2299.11,3555.56,0,4,excellent,64
2985.26,1994.38,8514.4,1,11,bon,51
5644.74,1056.61,29152.9,0,7,mauvais,63
1393.68,796.11,17695.78,0,0,excellent,44
2485.27,1774.44,21782.86,4,16,moyen,52
4165.17,998.61,4324.03,3,2,bon,60
5860.96,2628.02,29982.37,4,4,mauvais,39
2818.22,1639.19,16665.94,3,0,excellent,55
4510.77,574.17,29496.14,2,2,excellent,53
4607.0,2322.22,18682.9,0,9,excellent,42
2026.07,626.9,7278.43,1,7,bon,60
3989.06,1395.75,4587.27,0,9,faible,50
1068.1,526.31,24813.95,1,10,mauvais,51
5530.76,2656.34,26387.97,0,14,excellent,46
5513.23,2594.44,24153.9,0,3,mauvais,62
1012.0,622.13,7982.59,3,8,faible,63
4022.92,1493.13,16685.23,0,12,moyen,50
1567.82,751.96,21626.77,4,15,bon,43
2150.38,778.9,19724.24,0,14,excellent,50
1200.86,802.26,15370.08,4,14,faible,59
2627.24,1712.97,16151.26,0,2,faible,50
1462.09,850.18,4874.9,4,8,moyen,50
3893.91,2047.2,29911.61,3,18,bon,43
2211.28,594.19,1116.51,0,2,excellent,64
3762.67,1313.28,17203.48,1,8,bon,61
3008.89,999.47,19634.74,1,19,faible,39
2205.65,1482.88,27813.93,3,8,mauvais,63
5265.17,3524.94,11955.49,0,15,mauvais,42
4665.23,1433.88,19151.16,3,19,excellent,57
1307.8,762.81,27991.71,2,6,excellent,45
2102.14,919.47,25063.04,4,14,faible,36
1721.66,738.95,1695.84,2,14,moyen,37
2355.63,767.05,17021.67,0,19,excellent,39
4434.61,1232.2,23435.09,3,19,moyen,55
2856.7,1512.5,3275.87,0,15,moyen,49
3143.33,556.98,21440.76,5,9,moyen,64
2684.15,1301.13,3469.17,1,1,bon,45
4431.36,1343.3,23350.89,0,10,moyen,60
4157.57,1535.64,18022.43,3,15,moyen,46
5191.33,2900.68,6737.99,1,2,excellent,58
5118.18,2379.18,20615.37,4,11,mauvais,46
4611.47,3666.9,26498.02,0,20,excellent,46
1955.15,649.76,29973.32,5,13,moyen,45
2150.14,1279.21,28706.51,3,14,moyen,57
5353.34,4226.85,9781.22,1,5,mauvais,45
5499.83,582.01,13698.49,2,20,moyen,56
3586.97,527.22,22498.89,0,20,excellent,58
3026.76,1321.04,22294.2,5,3,excellent,49
1934.36,1429.36,13202.05,0,13,bon,46
4098.16,2363.43,8027.92,4,4,mauvais,38
5307.83,2665.54,4318.4,5,5,faible,37
1808.16,1143.95,23838.22,3,15,excellent,53
3174.17,2402.56,2312.14,1,2,faible,55
1993.07,695.97,4077.52,1,20,bon,40
2189.69,673.64,29272.7,4,8,mauvais,50
1849.43,678.62,21287.5,4,19,excellent,50
5205.97,1464.34,6937.61,1,0,bon,54
4976.79,2271.01,6219.51,3,15,mauvais,61
5626.0,3746.35,22391.17,5,4,mauvais,61
4267.9,1632.54,22442.51,2,4,moyen,42
3815.1,751.32,29320.04,5,11,moyen,46
1151.9,545.62,8238.48,0,16,bon,40
1848.33,917.79,29585.13,5,1,bon,51
4388.73,2052.37,8501.75,5,5,excellent,65
1991.67,901.61,16342.27,5,6,excellent,63
4602.75,3406.2,2133.63,2,13,excellent,50
5577.41,3382.77,27777.37,3,2,faible,59
4182.93,1137.48,3273.99,5,16,moyen,65
3126.76,2230.34,25345.77,4,2,bon,41
2147.43,1023.61,20890.58,2,5,moyen,41
5001.14,2565.53,24343.05,3,14,faible,65
1616.28,886.24,21699.63,0,13,faible,60
1416.91,900.88,7091.98,3,12,moyen,42
4491.68,3364.43,25143.56,5,11,faible,52
5828.69,1919.41,3384.42,4,12,faible,61
5930.45,2449.5,1503.06,3,5,mauvais,65
4411.44,2810.73,10376.6,2,9,faible,60
3412.27,2687.71,10953.39,5,20,mauvais,52
2793.98,931.06,8900.12,3,19,excellent,63
5671.95,3228.94,22849.37,5,15,mauvais,59
1192.49,621.37,5551.07,0,8,mauvais,57
3536.38,1149.69,18066.27,0,3,faible,45
3817.86,1942.3,12907.84,3,2,faible,50
4396.34,2995.73,24806.44,2,4,moyen,48
1154.52,900.11,14258.56,0,18,excellent,54
5069.96,1382.07,15273.15,0,14,mauvais,57
1324.71,532.19,16716.21,3,15,mauvais,55
2359.5,1646.39,13607.47,1,10,excellent,51
5617.84,4113.27,23290.78,2,19,bon,37
4511.76,1114.85,22542.17,4,14,excellent,65
2379.95,1542.56,22975.67,0,2,bon,61
2293.12,1754.51,7724.38,1,9,excellent,65
1547.22,602.21,7279.82,2,1,moyen,50
5864.46,1685.17,7266.43,4,6,excellent,38
4087.53,761.19,12766.03,3,7,bon,39
1198.91,924.25,23802.2,0,0,bon,50
3597.09,2203.22,22628.5,3,7,bon,60
4185.41,1772.51,23493.59,3,14,bon,47
5494.25,2760.22,7701.33,3,11,moyen,55
3543.24,659.47,5542.18,1,17,mauvais,54
3724.22,768.0,20371.22,4,20,faible,45
3336.89,1089.88,24730.01,5,7,faible,45
5481.18,2745.17,11622.69,0,14,mauvais,63
2205.87,1270.81,4586.85,3,6,mauvais,51
2176.24,1651.42,24786.08,4,13,excellent,37
2660.05,1405.21,17007.03,2,16,bon,48
4719.59,1638.56,21862.8,4,7,mauvais,36
4046.69,825.08,23026.72,1,19,excellent,47
3137.93,1341.7,21862.63,0,5,faible,64
3265.34,2594.45,20504.66,4,0,bon,38
2773.16,898.19,22734.57,4,15,mauvais,62
3116.82,1312.24,13374.0,4,9,moyen,64
4912.71,2578.02,20149.3,0,7,bon,45
2540.23,1278.85,24824.35,0,9,faible,60
2881.43,1378.17,27204.37,3,12,moyen,55
2411.26,685.11,26846.61,2,3,faible,39
4256.8,2405.38,2260.3,2,12,mauvais,45
1678.87,1129.62,17793.91,3,19,bon,36
4111.29,2863.52,17280.8,2,19,faible,48
3493.12,1382.01,1035.31,2,13,excellent,66
2184.6,1479.61,17297.18,5,15,mauvais,58
3849.48,1624.05,9505.02,4,10,excellent,35
5170.15,3192.05,29540.71,3,8,faible,63
2343.61,1112.44,1249.7,5,2,mauvais,55
2738.45,975.01,29458.17,5,4,mauvais,36
1914.21,531.66,25821.88,3,7,bon,46
2090.65,1672.43,21790.75,1,14,mauvais,64
2446.41,1396.68,5999.02,2,17,moyen,59
4820.01,1770.67,23866.04,1,15,bon,56
3030.75,1013.24,5396.57,2,14,faible,48
2854.98,983.48,26110.35,2,9,mauvais,44
5789.56,1853.18,14570.25,4,11,moyen,52
2143.07,1473.65,6575.19,1,20,faible,63
1170.83,789.91,18407.93,1,17,faible,61
5998.77,2028.01,1158.06,3,19,excellent,82
3262.6,1055.14,28710.61,1,13,bon,45
2505.26,1644.15,18332.25,1,10,excellent,45
2206.78,662.96,5413.38,3,11,mauvais,56
4435.13,2692.6,22645.65,5,6,excellent,64
4015.97,1996.38,20674.93,2,17,bon,47
5629.69,3699.91,14320.83,5,4,mauvais,41
4214.72,3069.98,27248.54,0,6,mauvais,42
4465.54,1678.4,25937.11,1,6,mauvais,40
2290.38,923.61,21564.43,4,7,mauvais,42
4762.01,2432.38,10335.3,3,12,bon,59
3210.96,1556.88,20451.85,2,18,bon,58
3429.42,1111.23,14178.5,5,9,moyen,65
4266.39,1639.06,28881.98,3,15,excellent,38
1626.39,1279.29,15858.01,3,0,faible,37
1252.5,517.22,6837.63,0,1,mauvais,53
5876.97,1507.75,16185.46,1,4,moyen,46
5713.99,989.2,29413.14,5,8,excellent,43
1366.52,623.28,1559.08,3,11,bon,46
4384.93,906.82,15722.31,3,4,mauvais,65
2114.15,1585.65,19402.74,3,1,moyen,53
2272.58,1253.24,14588.36,3,17,mauvais,60
3888.86,2239.92,7650.67,2,3,moyen,56
1274.15,505.76,22612.88,1,13,faible,42
4327.52,1994.92,17069.85,1,7,bon,55
2992.51,1012.88,4808.55,0,18,bon,45
1173.99,528.7,22253.53,4,20,moyen,35
4673.54,619.01,20843.07,4,0,excellent,41
1912.57,1284.78,8845.8,5,4,excellent,56
4754.25,2464.55,2970.93,2,5,excellent,60
3340.15,2554.89,29721.35,4,2,mauvais,40
1881.39,1010.19,22457.76,0,3,bon,42
5447.55,3964.29,26307.87,0,9,bon,49
1583.22,794.45,5417.3,1,6,faible,58
3096.3,1638.23,28407.65,2,19,excellent,56
4796.42,2288.71,26950.12,4,17,bon,37
1283.81,505.12,5175.58,3,5,faible,45
2932.36,2180.73,3447.57,3,4,excellent,65
5022.63,3008.02,16282.42,1,19,mauvais,51
5141.38,2295.0,150.85,0,5,moyen,88
1789.69,536.07,2130.68,2,11,mauvais,37
2199.73,683.33,18457.17,5,13,moyen,56
2767.36,1866.07,29115.6,5,4,excellent,64
3447.73,1031.38,29924.15,5,14,moyen,44
3800.52,2354.3,16735.62,3,19,excellent,64
2131.38,701.75,6273.57,5,16,excellent,41
3367.54,1880.21,17796.49,0,13,moyen,36
2117.52,1304.93,25200.42,5,14,bon,60
5871.23,2078.15,18558.66,2,13,bon,61
2300.21,1063.08,19788.56,4,5,moyen,49
5092.9,2518.02,20640.11,5,13,excellent,38
4396.44,2254.1,16076.62,3,20,excellent,54
2554.21,718.84,28590.68,4,19,mauvais,38
4620.39,3451.46,19518.17,2,11,moyen,46
5542.46,1988.14,10160.84,3,9,excellent,59
2694.1,506.05,12781.43,0,2,excellent,55
2170.23,1039.59,4218.24,0,1,faible,38
2137.67,1034.52,19695.67,2,3,faible,62
5550.68,2732.41,2626.37,5,18,moyen,41
1691.71,1328.76,27654.66,5,8,faible,36
3398.06,2403.69,22676.32,5,3,excellent,55
4593.57,2145.22,2216.6,4,1,moyen,61
5452.76,4136.29,10976.81,0,14,faible,65
5576.28,538.21,14100.29,3,1,faible,48
4206.14,2116.69,1178.38,2,2,bon,60
5126.53,3116.98,19909.74,4,9,excellent,55
4206.73,3100.24,19191.06,0,9,mauvais,45
3360.58,1979.55,6393.84,1,18,mauvais,61
5468.72,949.76,11096.22,3,17,faible,49
3989.38,1758.54,27842.31,2,20,faible,49
5926.24,2482.5,25366.55,0,5,excellent,52
1449.08,816.34,26166.86,2,6,excellent,54
5432.38,1503.22,7225.37,0,20,excellent,65
3597.41,1499.28,17774.84,3,7,moyen,59
4988.81,1475.74,24497.41,2,1,moyen,64
4085.31,1300.44,27102.45,3,15,excellent,59
2473.61,1481.47,14590.61,3,17,faible,45
1342.11,809.82,17100.48,2,0,excellent,52
1806.46,1423.34,8172.57,2,15,bon,43
3681.79,1966.26,6400.48,3,2,mauvais,39
5241.47,838.0,20121.14,2,4,excellent,61
1710.77,1247.01,15742.26,5,11,faible,58
3983.65,2534.07,14473.09,0,17,excellent,48
3864.34,1925.67,888.9,4,0,faible,59
4620.9,1135.34,22294.74,5,10,mauvais,63
2655.79,840.5,22569.33,4,6,excellent,45
2267.74,1058.72,3646.08,3,16,moyen,55
5315.38,3843.43,7967.34,4,10,moyen,53
3346.34,1795.22,20294.96,2,4,bon,53
4560.92,2406.17,15224.42,0,13,excellent,51
3967.65,2409.77,16612.88,0,12,excellent,42
5846.92,1526.5,24296.89,0,18,excellent,57
3969.95,2379.82,4730.1,5,0,moyen,63
2833.78,1327.2,1005.76,5,9,moyen,52
2585.36,820.88,28059.63,2,4,mauvais,45
3442.02,1191.79,14436.51,4,20,moyen,35
3725.0,758.92,16.69,5,7,faible,80
2319.79,969.73,24300.17,2,9,moyen,64
4264.6,2857.34,341.73,0,15,mauvais,85
5046.3,3894.48,2750.38,1,5,excellent,62
2667.07,591.54,27980.11,0,5,excellent,42
4401.52,893.1,1448.09,2,9,bon,100
2065.73,580.51,12931.33,3,8,faible,59
4446.35,2439.11,28990.29,3,16,moyen,44
4595.8,2946.16,23675.13,0,9,excellent,65
5798.05,1201.24,3118.81,5,18,bon,67
1917.13,1279.84,21033.41,1,8,mauvais,62
3729.49,2535.52,14610.75,0,18,bon,65
3036.48,2363.93,21520.97,4,6,faible,48
4661.02,3567.24,25317.71,3,16,moyen,64
2172.62,1372.0,8917.73,4,8,faible,64
3416.96,2599.33,28759.29,2,10,mauvais,42
5624.97,2859.37,11364.87,5,1,faible,53
4219.51,2702.01,25251.79,5,8,excellent,49
4531.39,524.01,4542.52,1,16,bon,42
3164.21,2391.65,20738.75,5,18,excellent,53
4835.65,812.41,29082.84,0,13,moyen,55
1218.17,612.71,14445.54,0,10,bon,42
1469.7,644.05,4964.9,4,17,mauvais,47
3118.99,748.89,6551.7,2,16,faible,42
1604.69,626.91,564.33,0,10,mauvais,38
4172.33,2465.51,24688.33,4,18,moyen,45
2791.54,1206.02,22130.33,5,6,moyen,57
1434.22,717.94,6249.15,4,16,faible,57
4388.13,2127.33,28033.42,4,4,moyen,49
4516.37,2028.0,6597.9,3,9,moyen,60
5756.48,1732.78,1674.97,2,8,moyen,91
2415.76,1021.59,18932.31,3,12,mauvais,61
4286.33,688.98,14760.27,0,18,faible,65
3377.15,1268.49,22003.68,4,20,faible,61
1340.28,1034.03,26071.44,2,1,bon,65
2152.54,1093.92,25741.94,4,8,excellent,52
5897.54,712.69,19893.31,2,14,faible,41
5830.69,3192.45,4691.05,0,12,moyen,38
3276.29,1634.26,19216.43,2,14,bon,61
5221.96,638.28,4060.98,5,15,mauvais,57
3693.73,837.75,20905.8,1,11,mauvais,43
1489.36,584.05,1464.21,1,16,bon,56
4174.26,1275.29,25141.45,5,16,mauvais,39
3565.05,1049.4,12895.33,4,4,excellent,45
1305.35,736.9,18741.56,2,14,bon,51
2414.45,648.35,3927.15,3,3,excellent,53
5409.99,2219.58,4897.35,1,13,faible,42
5650.02,2166.46,23360.36,0,17,bon,60
3496.2,2015.58,3082.05,1,3,moyen,57
3781.11,887.65,17687.99,4,17,moyen,45
3631.56,2488.84,17963.8,5,7,bon,55
3899.4,687.44,29646.09,0,3,faible,42
5969.36,1227.73,10608.35,4,6,excellent,58
4111.31,946.04,13503.78,1,12,moyen,38
5920.76,1823.21,4525.91,4,18,excellent,52
2643.47,1612.6,1260.66,1,7,bon,44
2498.14,1257.07,8193.26,0,7,bon,56
1707.81,1200.96,28695.28,0,13,moyen,55
3452.75,1032.19,6258.07,0,0,mauvais,57
4394.73,3022.09,56.79,2,9,mauvais,62
1400.06,610.62,2752.83,1,20,mauvais,54
4384.31,2809.13,1495.25,5,17,excellent,52
1730.84,1313.83,23051.54,5,19,excellent,53
2811.97,1060.44,21973.87,5,5,bon,56
1640.9,1169.28,7888.0,3,15,moyen,49
1500.89,754.36,13642.29,5,4,bon,48
2095.17,646.32,24415.94,1,5,excellent,49
5010.86,1694.01,5344.11,3,15,excellent,47
2287.94,1299.26,26576.63,4,14,mauvais,65
4472.83,578.7,15185.65,5,6,excellent,64
5637.94,4075.31,21232.35,4,12,excellent,45
2955.11,2104.47,13212.8,5,11,mauvais,37
1814.1,1270.11,28959.94,1,13,faible,64
3133.22,1573.28,10020.08,3,4,bon,55
4972.9,1630.52,24004.56,4,5,mauvais,55
4100.41,1982.12,27086.22,0,17,mauvais,47
4559.71,3428.05,7734.36,4,12,bon,46
5529.47,792.77,15729.03,1,1,faible,58
1105.35,730.44,13540.4,1,9,moyen,45
5688.91,2505.01,14432.48,1,13,bon,64
4970.39,3626.93,642.81,0,17,mauvais,65
5551.15,2576.71,18507.53,0,8,mauvais,46
2274.19,684.98,20367.57,2,14,bon,38
1217.06,911.77,19867.14,0,14,faible,36
2873.68,671.34,7519.68,5,15,bon,36
5399.05,1459.95,18634.23,5,13,moyen,46
2638.29,1321.53,26489.6,5,0,faible,37
1620.12,574.81,7417.25,3,4,bon,52
1647.46,923.71,15025.63,4,14,mauvais,47
1293.99,624.34,22124.15,5,1,mauvais,52
4996.82,522.89,28836.78,4,20,excellent,38
2627.85,1721.92,23311.04,4,10,excellent,35
1535.94,648.35,11470.67,1,0,bon,49
1265.87,732.66,20885.78,3,19,mauvais,41
3060.39,1095.38,18399.4,1,16,moyen,55
3873.42,2077.85,14349.45,3,13,moyen,50
3714.6,2585.32,8404.49,2,11,excellent,59
5215.07,657.34,25510.81,1,8,excellent,39
3848.98,2175.2,11725.31,5,10,excellent,49
3622.2,1285.75,5666.58,4,17,bon,50
5709.37,2640.93,13955.1,3,20,mauvais,38
4438.54,3061.3,4930.11,0,11,mauvais,49
1125.58,737.65,8106.25,2,6,excellent,64
4732.76,3296.97,24894.83,4,4,mauvais,36
2655.67,931.01,14623.67,0,12,bon,55
2488.34,1799.07,8359.96,5,2,mauvais,42
4186.61,2426.84,12918.18,3,12,mauvais,42
1357.94,983.37,14640.84,5,14,moyen,53
3186.02,2097.73,29440.2,1,2,bon,41
4694.11,510.08,10089.9,1,1,excellent,63
5877.56,3253.96,15594.38,3,8,faible,52
5031.17,3480.69,23356.93,2,16,faible,54
1004.22,605.28,11038.92,3,19,faible,54
2137.43,1606.56,23086.01,0,19,excellent,35
4783.78,3552.73,3548.07,3,18,moyen,65
2677.68,2138.56,19974.03,3,0,faible,56
1857.32,530.5,29776.24,1,15,faible,51
1752.48,1381.04,21587.53,5,0,mauvais,61
5545.77,1372.73,26870.28,5,3,faible,57
2024.31,767.29,9761.11,1,20,excellent,59
1171.28,827.96,27524.18,2,8,faible,63
5804.02,4301.15,7027.8,2,17,bon,50
5768.29,1846.66,11551.6,5,14,mauvais,50
5827.06,3133.9,19587.61,4,7,mauvais,64
3867.15,671.97,13184.33,2,14,faible,65
5588.54,2689.08,19997.85,3,4,moyen,39
2351.6,1418.39,23564.01,4,15,excellent,63
5540.54,1037.74,16010.76,3,5,excellent,35
5288.4,1622.34,8417.55,2,1,mauvais,49
5822.55,2563.07,14681.87,5,16,moyen,65
3012.04,999.58,27617.85,0,13,excellent,48
1061.91,661.67,25472.53,2,6,excellent,53
3555.4,1538.18,12090.8,1,6,faible,60
2157.39,1454.55,6342.17,4,9,bon,63
4331.83,2105.72,13130.18,3,3,excellent,55
5701.87,1828.82,1902.06,2,19,moyen,65
2009.67,1167.47,28792.77,3,14,mauvais,54
2398.54,571.04,22462.31,4,7,mauvais,41
5422.87,3212.58,21448.19,5,11,moyen,58
1216.65,885.28,2896.4,1,1,moyen,62
5947.9,2300.06,18374.01,3,14,excellent,52
4900.01,545.09,8397.22,0,18,bon,61
2449.62,1741.95,5766.35,0,11,bon,44
4316.96,2984.0,25561.29,3,7,mauvais,47
3045.74,1037.86,23693.49,1,9,moyen,65
5117.56,1833.69,3663.66,5,19,faible,53
1908.82,1367.46,19425.93,5,5,mauvais,55
5901.29,1720.64,15074.86,4,3,mauvais,56
5469.97,2048.17,16454.27,3,15,excellent,54
4601.98,2022.16,17272.74,3,4,faible,65
4415.03,2104.31,23264.84,3,1,excellent,46
1850.76,581.59,4287.36,3,13,moyen,64
1775.31,676.94,15447.56,5,16,faible,43
2167.79,799.0,864.91,5,8,moyen,41
1087.2,784.79,24662.0,4,8,excellent,36
5558.33,1477.57,476.65,3,4,excellent,78
1762.84,978.01,25928.03,0,18,moyen,38
1150.63,740.04,18309.02,0,8,mauvais,62
5511.17,1553.31,24499.08,1,2,moyen,61
3374.85,2558.75,21512.93,3,6,bon,52
3483.36,699.06,17635.95,4,8,mauvais,43
5772.17,4565.06,21419.54,1,15,mauvais,41
5465.44,2097.56,21898.85,2,8,excellent,45
2393.75,589.1,1467.23,3,18,moyen,48
3568.88,975.37,3451.87,4,14,mauvais,59
2849.61,932.74,26704.54,5,9,faible,43
2883.23,1688.38,7944.12,4,16,bon,59
3414.9,899.07,26162.35,4,14,excellent,55
2870.37,707.02,16602.52,5,2,excellent,55
5556.52,3007.59,4436.38,2,17,moyen,57
