statut_familial,nbr_dependant,date_naissance,score_familial
Divorcé(e),4,1990-12-08,65
Célibataire,1,1974-08-29,63
Veuf/Veuve,1,1990-06-25,73
Divorcé(e),3,1988-10-17,64
Marié(e),2,1977-10-19,84
Célibataire,1,1962-07-03,64
Veuf/Veuve,4,1986-07-04,73
Célibataire,3,2000-12-02,79
Divorcé(e),3,1995-06-10,62
Veuf/Veuve,3,1987-12-08,77
Divorcé(e),2,1989-04-08,55
Marié(e),3,1975-12-09,82
Célibataire,2,1962-05-11,64
Célibataire,2,1975-05-25,61
Célibataire,0,1987-04-14,60
Marié(e),2,1972-08-09,85
Divorcé(e),2,1982-02-14,65
Divorcé(e),1,1967-05-02,65
Divorcé(e),0,1981-10-31,62
Divorcé(e),3,1991-05-14,64
Célibataire,3,2000-12-15,72
Veuf/Veuve,1,1975-04-28,73
Veuf/Veuve,1,2001-03-29,79
Veuf/Veuve,5,1996-05-11,75
Célibataire,2,1971-10-26,66
Veuf/Veuve,1,1994-04-27,77
Célibataire,2,1967-06-07,69
Marié(e),2,1955-11-01,83
Divorcé(e),2,1975-03-12,63
Veuf/Veuve,5,1991-02-25,78
Divorcé(e),2,1957-01-18,64
Célibataire,1,1968-10-02,65
Veuf/Veuve,3,1973-04-14,76
Célibataire,4,1989-08-19,73
Veuf/Veuve,0,1984-06-19,79
Veuf/Veuve,5,1982-04-18,71
Marié(e),0,1970-11-25,80
Veuf/Veuve,0,1971-09-18,73
Célibataire,3,1980-06-05,63
Marié(e),2,2002-01-04,66
Veuf/Veuve,0,1988-01-14,78
Célibataire,1,1984-04-12,66
Veuf/Veuve,1,1964-11-24,72
Veuf/Veuve,3,1961-02-18,76
Marié(e),1,1973-06-01,82
Veuf/Veuve,5,1997-07-23,72
Divorcé(e),4,1973-03-05,64
Veuf/Veuve,2,1973-01-22,70
Marié(e),3,1960-09-14,83
Marié(e),4,1984-06-21,73
Veuf/Veuve,3,1996-06-22,79
Célibataire,5,1963-02-20,64
Veuf/Veuve,2,1981-08-25,76
Marié(e),3,1977-04-25,81
Veuf/Veuve,3,1989-06-22,80
Marié(e),5,1963-07-15,81
Célibataire,1,1969-02-18,64
Divorcé(e),5,1960-12-14,65
Marié(e),3,1991-11-11,73
Célibataire,2,1961-10-30,61
Divorcé(e),3,1995-06-03,57
Divorcé(e),1,2000-05-13,55
Veuf/Veuve,0,1961-07-13,80
Veuf/Veuve,3,1985-10-17,76
Marié(e),3,1958-05-09,80
Divorcé(e),0,1967-03-18,62
Veuf/Veuve,3,1996-05-09,71
Célibataire,4,1976-09-13,67
Marié(e),3,1980-01-03,81
Marié(e),0,1963-12-25,81
Divorcé(e),0,2002-12-06,61
Marié(e),0,1955-12-21,85
Divorcé(e),1,1994-07-01,60
Marié(e),1,1958-01-20,85
Marié(e),3,1959-04-01,85
Célibataire,3,1982-08-17,67
Célibataire,4,1955-05-20,60
Veuf/Veuve,1,1977-05-14,75
Marié(e),1,1963-03-01,80
Veuf/Veuve,0,1956-04-09,75
Marié(e),5,1960-08-19,79
Célibataire,5,1970-01-10,62
Célibataire,3,2000-12-10,71
Divorcé(e),2,1971-12-21,64
Marié(e),4,1990-05-29,70
Célibataire,1,1974-02-22,61
Divorcé(e),2,1970-07-17,60
Veuf/Veuve,5,1983-05-03,70
Veuf/Veuve,1,1996-02-15,73
Célibataire,5,1979-12-12,70
Divorcé(e),0,1961-01-02,61
Veuf/Veuve,2,1999-10-14,71
Marié(e),2,1963-06-19,84
Divorcé(e),5,1989-10-28,65
Marié(e),2,1970-09-11,85
Divorcé(e),5,1998-03-21,56
Divorcé(e),0,1995-03-28,61
Marié(e),4,1956-02-27,80
Célibataire,4,1966-02-04,64
Marié(e),5,1993-05-29,66
Célibataire,0,1967-04-22,65
Veuf/Veuve,2,1973-02-01,72
Veuf/Veuve,1,1958-05-14,73
Veuf/Veuve,5,1984-06-14,72
Divorcé(e),2,1958-07-08,64
Veuf/Veuve,5,1980-11-04,70
Marié(e),5,1984-09-07,68
Marié(e),1,2003-05-08,65
Marié(e),5,1974-12-03,82
Veuf/Veuve,4,1983-10-27,72
Veuf/Veuve,5,1955-07-05,71
Veuf/Veuve,0,1972-03-25,70
Marié(e),1,1966-03-25,80
Marié(e),4,1973-04-19,80
Célibataire,3,1996-11-13,74
Marié(e),5,1972-09-07,79
Veuf/Veuve,1,1977-04-20,74
Divorcé(e),4,1995-03-07,65
Marié(e),2,1998-02-18,66
Divorcé(e),3,1988-11-07,57
Veuf/Veuve,3,1992-11-19,78
Veuf/Veuve,1,1998-03-17,70
Veuf/Veuve,3,1962-06-07,74
Marié(e),4,1970-09-23,81
Veuf/Veuve,3,1982-05-28,77
Divorcé(e),3,1998-02-07,56
Divorcé(e),1,1997-01-23,58
Marié(e),1,1955-05-04,80
Divorcé(e),3,1991-04-05,61
Veuf/Veuve,5,1988-06-10,76
Veuf/Veuve,2,1961-05-10,76
Célibataire,0,1989-06-27,79
Marié(e),1,1994-02-08,69
Divorcé(e),4,1998-10-20,65
Divorcé(e),5,1960-02-21,65
Veuf/Veuve,3,1977-02-07,73
Veuf/Veuve,0,1987-05-22,80
Célibataire,5,1968-03-25,64
Veuf/Veuve,5,1968-03-08,74
Marié(e),4,1969-06-12,79
Célibataire,0,1989-06-12,76
Célibataire,4,1971-11-27,66
Marié(e),3,1977-08-26,85
Divorcé(e),4,2002-10-19,65
Veuf/Veuve,4,1982-08-05,76
Célibataire,0,1985-11-11,62
Divorcé(e),5,1973-10-05,65
Veuf/Veuve,5,1982-08-09,70
Marié(e),3,1955-02-08,80
Célibataire,5,1992-06-13,78
Veuf/Veuve,5,1980-10-31,76
Marié(e),1,1988-07-29,67
Marié(e),1,1998-08-10,67
Célibataire,3,1974-01-13,62
Marié(e),0,1971-05-11,81
Divorcé(e),3,1994-07-03,65
Célibataire,5,1969-11-13,61
Divorcé(e),0,1988-11-07,56
Divorcé(e),0,1985-08-29,55
Marié(e),3,1998-06-29,75
Célibataire,0,1960-06-10,64
Célibataire,5,1958-09-20,61
Marié(e),4,1955-08-13,82
Divorcé(e),3,1997-06-02,60
Veuf/Veuve,2,1988-03-24,80
Divorcé(e),2,1976-06-17,62
Veuf/Veuve,3,1960-02-06,75
Divorcé(e),0,1955-03-30,63
Veuf/Veuve,5,1967-06-04,70
Célibataire,4,1980-01-14,63
Divorcé(e),3,1997-08-06,63
Veuf/Veuve,5,1971-10-29,70
Divorcé(e),0,1987-04-13,55
Divorcé(e),5,1994-10-29,58
Veuf/Veuve,3,1962-04-07,75
Veuf/Veuve,3,1963-12-23,76
Divorcé(e),4,1972-06-19,65
Marié(e),4,2000-03-27,64
Marié(e),3,1962-10-11,82
Veuf/Veuve,1,1995-01-01,71
Veuf/Veuve,5,2003-06-21,73
Marié(e),1,1970-04-03,85
Célibataire,0,1993-12-24,70
Marié(e),2,1989-05-15,69
Marié(e),5,1978-01-28,83
Veuf/Veuve,5,1966-01-03,80
Marié(e),4,1999-02-06,65
Divorcé(e),1,1960-10-07,65
Divorcé(e),3,1989-03-15,65
Veuf/Veuve,1,1975-01-08,74
Célibataire,2,1962-10-31,61
Célibataire,2,1971-11-05,61
Divorcé(e),1,1983-01-29,63
Célibataire,2,1960-07-07,69
Marié(e),3,1992-12-22,70
Divorcé(e),5,1966-04-18,64
Marié(e),0,1990-06-06,65
Veuf/Veuve,2,1967-12-12,74
Marié(e),3,1995-11-09,67
Divorcé(e),1,1958-01-17,64
Divorcé(e),2,2000-01-13,56
Divorcé(e),5,1997-11-15,65
Marié(e),3,1981-02-11,85
Veuf/Veuve,0,1984-11-07,72
Marié(e),5,1975-02-27,83
Célibataire,1,1998-09-13,76
Divorcé(e),5,1969-03-31,60
Veuf/Veuve,2,1992-11-11,80
Veuf/Veuve,2,1990-01-28,76
Célibataire,4,1980-05-10,64
Marié(e),5,1990-04-17,64
Marié(e),2,1959-10-27,85
Divorcé(e),3,1969-08-25,64
Marié(e),3,1998-03-31,69
Marié(e),1,1974-07-14,85
Marié(e),5,1955-10-14,80
Célibataire,5,1968-03-16,66
Veuf/Veuve,5,1970-01-21,70
Célibataire,2,1997-06-23,72
Célibataire,0,2001-03-16,80
Divorcé(e),4,1993-11-19,57
Veuf/Veuve,1,1958-01-05,71
Marié(e),3,1998-10-20,69
Marié(e),5,1988-08-22,73
Célibataire,3,1989-03-30,74
Veuf/Veuve,2,1956-01-03,71
Célibataire,0,1965-11-30,67
Marié(e),0,1997-12-25,69
Célibataire,4,1971-03-19,66
Veuf/Veuve,5,1993-11-14,74
Marié(e),0,1984-02-22,66
Marié(e),3,1956-09-26,83
Veuf/Veuve,0,2001-07-08,79
Célibataire,1,1965-06-28,62
Marié(e),0,1995-02-01,70
Célibataire,0,1966-07-10,69
Marié(e),5,1969-06-05,78
Divorcé(e),0,1962-07-22,60
Divorcé(e),2,2003-10-22,57
Veuf/Veuve,5,1954-12-21,73
Divorcé(e),0,2001-07-26,59
Veuf/Veuve,1,1998-12-18,75
Divorcé(e),4,2003-04-02,63
Marié(e),5,1963-11-06,83
Célibataire,1,1958-04-05,63
Marié(e),2,1974-04-10,81
Marié(e),4,1987-03-06,68
Marié(e),5,1992-10-28,64
Divorcé(e),2,1989-03-20,65
Marié(e),3,1995-11-18,66
Divorcé(e),5,1993-02-14,57
Marié(e),0,1979-02-18,85
Marié(e),5,1988-05-08,72
Marié(e),3,1968-09-25,82
Veuf/Veuve,3,1957-04-16,79
Marié(e),0,1979-03-14,80
Célibataire,5,1991-06-17,71
Divorcé(e),5,1962-12-12,62
Divorcé(e),2,1968-02-03,61
Divorcé(e),0,1963-10-02,63
Marié(e),3,1964-05-20,80
Marié(e),4,1982-06-20,83
Veuf/Veuve,0,2002-06-02,75
Divorcé(e),4,1979-04-13,64
Célibataire,0,1970-04-14,65
Veuf/Veuve,1,1985-12-06,80
Veuf/Veuve,3,1966-05-30,74
Célibataire,5,2001-01-14,72
Marié(e),1,1988-12-12,74
Divorcé(e),0,1988-03-04,58
Veuf/Veuve,5,1996-01-13,72
Veuf/Veuve,2,1997-01-04,78
Divorcé(e),2,1993-05-05,63
Marié(e),2,1962-10-06,82
Veuf/Veuve,2,1963-01-19,80
Célibataire,0,1976-07-01,61
Marié(e),4,1960-02-12,79
Divorcé(e),4,1999-03-07,55
Veuf/Veuve,5,2000-08-07,72
Veuf/Veuve,3,2001-03-02,80
Célibataire,3,1956-03-18,69
Marié(e),5,1955-08-14,83
Veuf/Veuve,5,2002-11-25,75
Marié(e),5,2002-05-06,73
Célibataire,4,1995-03-20,72
Marié(e),1,1961-09-14,82
Marié(e),4,1986-08-29,64
Veuf/Veuve,3,1988-12-22,72
Divorcé(e),0,1985-04-14,65
Marié(e),4,1965-07-16,81
Divorcé(e),3,1981-04-19,62
Marié(e),0,1990-04-12,68
Divorcé(e),5,2001-03-19,55
Veuf/Veuve,4,1998-10-08,70
Divorcé(e),0,1996-04-06,60
Divorcé(e),2,1964-07-30,60
Divorcé(e),5,1971-09-01,63
Divorcé(e),0,1964-01-21,63
Veuf/Veuve,1,1962-07-26,78
Marié(e),3,1966-01-28,83
Célibataire,1,1977-05-28,63
Veuf/Veuve,3,1988-07-18,74
Divorcé(e),3,1971-04-23,64
Divorcé(e),0,1994-04-24,65
Veuf/Veuve,1,1967-07-07,75
Veuf/Veuve,0,1987-03-12,73
Célibataire,1,1980-07-10,60
Marié(e),3,1992-09-27,70
Célibataire,1,1972-10-25,67
Divorcé(e),0,1992-09-28,62
Veuf/Veuve,5,1966-05-25,75
Veuf/Veuve,4,1989-11-06,72
Célibataire,0,1956-11-11,62
Marié(e),2,1999-10-28,65
Marié(e),0,1985-08-29,71
Célibataire,3,1998-01-16,74
Divorcé(e),3,1962-05-18,63
Marié(e),4,1968-08-23,84
Marié(e),1,1980-03-09,80
Divorcé(e),5,1977-02-26,65
Veuf/Veuve,1,1997-06-24,71
Marié(e),1,1968-04-22,81
Célibataire,1,1990-12-19,70
Divorcé(e),1,1968-01-30,63
Célibataire,4,1972-11-15,61
Célibataire,3,1991-07-04,78
Divorcé(e),5,1975-09-23,61
Divorcé(e),3,1997-12-15,55
Veuf/Veuve,5,1959-08-07,74
Célibataire,2,1987-08-01,64
Divorcé(e),5,1992-06-21,58
Divorcé(e),0,1971-04-09,60
Célibataire,0,1983-10-27,63
Divorcé(e),3,1980-02-06,64
Célibataire,3,1971-07-19,64
Veuf/Veuve,2,1984-12-14,74
Célibataire,0,1956-03-10,70
Marié(e),2,1987-04-25,70
Divorcé(e),1,1979-09-21,61
Veuf/Veuve,0,1964-07-04,72
Célibataire,0,1972-01-19,63
Veuf/Veuve,0,1961-09-06,78
Divorcé(e),2,1997-07-04,58
Marié(e),0,1966-06-07,81
Veuf/Veuve,4,1977-08-14,78
Divorcé(e),2,1995-03-14,65
Célibataire,3,1961-01-14,67
Veuf/Veuve,4,2000-03-02,70
Marié(e),4,1979-07-24,84
Marié(e),2,1959-01-16,84
Célibataire,5,1972-01-11,66
Veuf/Veuve,5,2002-09-25,78
Célibataire,1,1994-03-28,78
Veuf/Veuve,4,1989-12-22,76
Divorcé(e),1,1971-06-24,60
Marié(e),4,1974-07-04,83
Célibataire,4,1995-10-28,78
Divorcé(e),2,1974-09-24,62
Divorcé(e),4,1965-08-25,61
Marié(e),0,2002-10-31,68
Divorcé(e),0,1968-04-03,62
Marié(e),2,1959-08-03,85
Marié(e),1,2002-12-04,66
Célibataire,5,1986-02-19,70
Divorcé(e),2,1962-06-07,65
Divorcé(e),5,1966-12-14,63
Divorcé(e),2,1960-02-07,65
Célibataire,2,1974-08-21,64
Marié(e),2,1956-05-14,84
Célibataire,5,1989-03-26,80
Divorcé(e),5,1973-06-17,63
Marié(e),2,1979-01-29,81
Veuf/Veuve,1,1994-12-25,73
Veuf/Veuve,2,1968-04-09,77
Célibataire,3,1971-04-01,67
Marié(e),1,1971-11-28,84
Veuf/Veuve,5,1971-02-24,80
Divorcé(e),0,1982-10-16,61
Marié(e),3,1971-10-26,80
Marié(e),0,1993-03-21,68
Veuf/Veuve,5,1991-01-28,71
Marié(e),5,1956-01-09,82
Célibataire,3,1989-05-31,70
Célibataire,0,1958-11-21,62
Marié(e),0,1978-12-23,81
Célibataire,0,1964-07-03,68
Divorcé(e),5,1962-08-03,61
Marié(e),3,1994-10-29,67
Divorcé(e),2,1997-12-05,57
Marié(e),0,2003-09-23,69
Célibataire,0,1958-12-17,61
Divorcé(e),0,2000-11-09,61
Marié(e),0,1975-02-02,80
Marié(e),3,1989-07-16,67
Divorcé(e),5,1980-09-12,61
Veuf/Veuve,5,1965-01-18,77
Marié(e),0,1975-02-09,80
Divorcé(e),2,1961-10-22,64
Divorcé(e),0,1987-04-22,56
Célibataire,4,1968-07-09,62
Veuf/Veuve,4,1985-01-02,79
Marié(e),5,1993-02-11,65
Divorcé(e),4,1980-09-17,62
Célibataire,2,1999-10-03,80
Divorcé(e),2,1961-10-25,60
Marié(e),5,1968-02-12,80
Marié(e),3,1995-01-15,72
Célibataire,0,1993-04-24,74
Marié(e),0,1983-12-12,81
Marié(e),3,1986-08-07,70
Veuf/Veuve,3,1998-02-21,76
Divorcé(e),1,1977-01-09,63
Veuf/Veuve,4,1999-07-25,78
Veuf/Veuve,4,2003-01-26,73
Veuf/Veuve,0,1992-10-22,78
Marié(e),5,1962-10-17,79
Divorcé(e),0,1973-03-15,60
Divorcé(e),4,1997-06-25,57
Célibataire,0,1986-04-22,65
Marié(e),2,1996-04-08,67
Veuf/Veuve,1,1973-11-14,73
Célibataire,5,1967-04-30,61
Marié(e),3,1957-04-30,85
Veuf/Veuve,2,1959-10-26,71
Célibataire,3,1969-02-26,60
Marié(e),2,1967-08-22,80
Marié(e),0,1956-01-31,84
Veuf/Veuve,1,1971-05-01,77
Marié(e),5,2002-04-14,67
Veuf/Veuve,3,1985-03-24,77
Célibataire,2,1964-12-11,62
Célibataire,5,1957-11-05,69
Marié(e),4,1969-05-08,79
Veuf/Veuve,3,1995-09-21,78
Divorcé(e),4,1999-12-28,59
Marié(e),3,1969-01-12,82
Célibataire,4,1988-11-01,62
Marié(e),3,1959-12-27,81
Veuf/Veuve,1,1961-11-21,77
Veuf/Veuve,2,1991-04-23,76
Marié(e),0,1988-04-16,75
Veuf/Veuve,1,1979-03-07,71
Célibataire,0,1987-07-04,69
Divorcé(e),0,1976-06-14,62
Marié(e),4,1964-07-07,79
Marié(e),4,1955-12-13,81
Marié(e),4,1973-01-23,84
Célibataire,1,1979-02-11,61
Célibataire,4,1998-05-15,70
Célibataire,2,1963-04-30,64
Célibataire,2,1980-04-19,66
Marié(e),2,1990-01-04,70
Marié(e),5,1963-09-13,80
Veuf/Veuve,5,2000-02-22,71
Marié(e),0,1989-03-31,72
Célibataire,2,1969-06-05,62
Veuf/Veuve,0,1963-05-02,73
Marié(e),5,1967-08-08,83
Marié(e),4,2001-04-14,73
Divorcé(e),3,1966-09-26,62
Divorcé(e),2,1993-08-15,55
Veuf/Veuve,1,1973-09-12,79
Célibataire,1,1999-08-07,71
Célibataire,1,1982-09-26,68
Célibataire,3,1963-05-29,67
Divorcé(e),1,1981-06-26,61
Célibataire,2,1987-07-24,65
Célibataire,0,1971-01-15,67
Divorcé(e),3,1977-12-07,63
Marié(e),0,1998-10-08,65
Divorcé(e),2,1990-12-07,61
Marié(e),3,1987-11-13,73
Divorcé(e),2,1962-06-15,65
Veuf/Veuve,4,1995-05-06,74
Célibataire,4,1960-01-31,63
Célibataire,1,1964-05-30,64
Veuf/Veuve,1,1990-10-14,71
Marié(e),3,1996-06-08,75
Célibataire,2,1996-10-04,77
Veuf/Veuve,0,1962-08-31,72
Célibataire,3,1993-10-27,73
Veuf/Veuve,2,1960-09-30,75
Divorcé(e),4,1998-08-04,58
Veuf/Veuve,0,1979-12-09,77
Célibataire,4,1968-12-08,67
Marié(e),5,1974-02-11,80
Célibataire,4,1989-01-30,70
Divorcé(e),3,1997-06-08,58
Célibataire,1,1957-01-08,70
Veuf/Veuve,2,1977-07-30,80
Marié(e),0,1967-09-06,80
Divorcé(e),3,1962-04-18,62
Veuf/Veuve,3,2002-01-16,73
Divorcé(e),1,1959-10-15,60
Veuf/Veuve,2,1981-08-07,72
Marié(e),2,1992-07-25,72
Veuf/Veuve,4,1969-05-19,76
Divorcé(e),5,1989-11-16,55
Marié(e),0,1967-12-09,82
Divorcé(e),0,1968-06-19,63
Marié(e),3,1983-05-09,80
Veuf/Veuve,2,2001-09-05,70
Veuf/Veuve,1,1995-04-11,80
Célibataire,0,1974-07-30,63
Veuf/Veuve,5,1969-11-12,79
Veuf/Veuve,1,1986-03-12,73
Marié(e),5,1956-04-02,80
Divorcé(e),0,1982-01-20,62
Célibataire,5,1999-09-29,80
Veuf/Veuve,3,1991-10-13,75
Divorcé(e),4,1993-03-03,63
Divorcé(e),0,1970-09-27,63
Veuf/Veuve,2,1970-11-01,78
Marié(e),4,1994-01-25,70
Divorcé(e),5,1994-03-19,65
Divorcé(e),5,1963-11-13,60
Célibataire,0,1956-06-09,69
Veuf/Veuve,0,1999-07-02,79
Célibataire,5,1994-10-22,78
Célibataire,5,1980-12-21,66
Marié(e),1,1995-10-02,73
Veuf/Veuve,0,1972-07-05,77
Célibataire,2,1996-08-02,76
Veuf/Veuve,0,1988-07-29,73
Divorcé(e),2,1978-09-11,62
Veuf/Veuve,5,1976-08-20,70
Veuf/Veuve,0,1956-05-10,70
Marié(e),2,2001-07-10,74
Divorcé(e),2,1970-04-03,64
Veuf/Veuve,1,1990-01-28,73
Veuf/Veuve,0,1993-06-17,72
Veuf/Veuve,5,1970-07-20,76
Divorcé(e),4,1969-03-06,63
Marié(e),0,1966-04-19,84
Célibataire,5,1990-02-18,80
Divorcé(e),4,1969-03-26,62
Marié(e),0,1963-05-02,80
Veuf/Veuve,0,1968-09-11,70
Célibataire,4,1989-04-09,70
Marié(e),3,1987-02-03,67
Marié(e),5,1974-11-10,80
Marié(e),4,1976-12-19,84
Veuf/Veuve,2,1959-08-10,74
Célibataire,1,1957-01-15,70
Célibataire,0,1996-02-26,79
Célibataire,0,1967-09-09,64
Divorcé(e),1,1963-04-16,60
Veuf/Veuve,2,1973-08-15,76
Célibataire,3,1956-12-07,66
Célibataire,3,1961-10-23,63
Veuf/Veuve,3,1983-02-05,80
Veuf/Veuve,1,1971-02-04,74
Célibataire,1,1957-10-14,61
Divorcé(e),2,1998-05-18,64
Célibataire,1,2001-10-09,74
Célibataire,1,1957-08-13,68
Célibataire,4,2000-11-15,72
Marié(e),2,1965-04-06,81
Célibataire,2,1967-05-25,63
Célibataire,5,1966-04-27,64
Divorcé(e),3,1972-11-02,60
Divorcé(e),5,1981-05-15,63
Veuf/Veuve,3,2000-12-15,76
Marié(e),2,1970-06-25,81
Divorcé(e),3,1964-03-12,64
Divorcé(e),1,1973-06-06,65
Veuf/Veuve,3,1994-12-28,76
Divorcé(e),2,1964-08-12,64
Veuf/Veuve,3,1972-11-18,79
Divorcé(e),2,1960-09-23,63
Marié(e),0,2000-11-03,69
Veuf/Veuve,2,2002-07-23,75
Veuf/Veuve,0,1965-04-01,72
Divorcé(e),3,1971-08-24,62
Marié(e),0,1974-04-09,85
Divorcé(e),2,1967-12-23,62
Célibataire,0,1983-07-19,60
Divorcé(e),1,1996-09-18,64
Divorcé(e),1,1960-11-27,63
Divorcé(e),4,1973-12-31,64
Marié(e),0,1979-11-29,85
Célibataire,4,1992-10-19,80
Veuf/Veuve,2,1983-09-07,73
Marié(e),0,1999-04-12,72
Célibataire,2,1992-10-03,71
Célibataire,3,1970-04-26,69
Divorcé(e),4,1989-04-24,58
Célibataire,2,1956-07-25,70
Célibataire,3,1980-06-23,62
Veuf/Veuve,0,2002-10-28,78
Célibataire,2,1956-06-04,61
Veuf/Veuve,0,1992-03-15,74
Divorcé(e),2,1985-12-27,61
Célibataire,4,1983-01-23,67
Célibataire,3,1981-09-27,67
Veuf/Veuve,5,1965-11-09,75
Célibataire,0,1975-01-23,60
Célibataire,1,1964-05-25,65
Veuf/Veuve,1,1970-03-26,71
Marié(e),5,1988-01-22,71
Célibataire,5,1959-09-04,64
Célibataire,0,1959-04-09,64
Célibataire,2,1984-07-05,69
Veuf/Veuve,2,1970-03-31,72
Veuf/Veuve,0,1966-04-18,75
Marié(e),4,1992-01-16,74
Veuf/Veuve,5,1965-12-10,78
Marié(e),4,1997-11-03,74
Veuf/Veuve,2,1983-11-05,77
Marié(e),0,1978-08-19,82
Célibataire,2,1976-09-16,70
Marié(e),5,1961-12-18,78
Veuf/Veuve,0,1974-01-10,70
Marié(e),3,1989-07-05,68
Veuf/Veuve,0,1985-07-04,73
Divorcé(e),2,1995-09-12,65
Marié(e),4,1964-06-11,80
Marié(e),2,1989-07-22,72
Marié(e),3,1971-10-29,80
Divorcé(e),3,1969-09-11,65
Divorcé(e),4,1964-02-14,61
Veuf/Veuve,0,1964-11-07,73
Célibataire,3,1971-09-29,64
Célibataire,3,2002-08-05,77
Divorcé(e),2,1965-07-31,64
Célibataire,2,1993-09-03,73
Marié(e),3,2000-01-07,71
Divorcé(e),0,1994-07-23,59
Divorcé(e),0,1959-05-17,65
Veuf/Veuve,5,1992-11-16,73
Divorcé(e),1,1991-02-03,57
Divorcé(e),4,1999-04-01,63
Veuf/Veuve,0,1959-06-10,80
Marié(e),0,1974-08-31,80
Célibataire,0,1978-11-05,63
Célibataire,4,1964-01-11,64
Marié(e),4,1991-04-05,70
Veuf/Veuve,0,1974-09-10,74
Veuf/Veuve,1,1970-04-23,73
Divorcé(e),5,1980-10-19,65
Divorcé(e),5,1955-03-30,60
Marié(e),4,1997-09-26,68
Marié(e),1,1983-03-27,85
Célibataire,1,1971-10-09,65
Veuf/Veuve,1,1956-02-09,80
Veuf/Veuve,3,1984-12-07,70
Marié(e),2,1961-11-14,81
Célibataire,4,1986-07-23,67
Célibataire,3,1977-03-03,67
Célibataire,0,1956-07-10,69
Divorcé(e),1,2002-02-02,63
Marié(e),1,1963-05-23,80
Divorcé(e),5,1985-01-29,62
Veuf/Veuve,5,1986-06-08,78
Divorcé(e),5,1998-08-11,59
Divorcé(e),3,1956-03-07,62
Divorcé(e),5,1984-11-26,63
Veuf/Veuve,0,1979-03-08,80
Célibataire,1,1991-10-11,73
Marié(e),2,1999-08-17,65
Marié(e),4,1993-08-09,69
Marié(e),5,1962-12-22,79
Veuf/Veuve,5,1964-08-24,74
Veuf/Veuve,4,1970-08-29,74
Divorcé(e),2,1990-01-17,64
Veuf/Veuve,2,1982-09-18,73
Célibataire,4,2001-08-15,75
Célibataire,3,1995-10-15,79
Divorcé(e),2,1964-11-06,60
Veuf/Veuve,5,1968-03-01,77
Marié(e),4,1980-12-17,83
Marié(e),2,1998-08-22,69
Célibataire,2,1956-05-12,67
Célibataire,1,1980-05-09,69
Célibataire,0,1998-10-11,74
Célibataire,3,1986-07-26,70
Célibataire,0,1977-07-09,62
Divorcé(e),2,2000-01-01,65
Marié(e),0,1979-04-01,81
Marié(e),3,1962-03-16,82
Marié(e),0,1997-06-01,70
Marié(e),5,1989-08-13,69
Veuf/Veuve,0,1978-05-27,74
Divorcé(e),1,1994-01-23,65
Divorcé(e),4,1967-06-14,65
Marié(e),2,1967-02-20,83
Marié(e),2,1982-04-30,80
Divorcé(e),4,1996-05-03,63
Marié(e),3,1994-02-28,66
Marié(e),4,1994-08-11,69
Divorcé(e),3,1986-09-28,61
Veuf/Veuve,3,1991-10-09,77
Célibataire,4,1957-05-02,66
Célibataire,1,1982-02-03,63
Divorcé(e),1,2003-09-14,64
Divorcé(e),0,1990-03-11,57
Veuf/Veuve,5,1955-07-02,77
Veuf/Veuve,0,1962-07-24,70
Divorcé(e),5,1964-07-26,62
Célibataire,2,1998-02-27,75
Célibataire,0,2000-10-16,70
Marié(e),4,1967-11-24,83
Veuf/Veuve,1,1975-01-08,80
Marié(e),2,1982-11-09,85
Célibataire,3,1972-12-20,61
Célibataire,0,1968-09-10,69
Célibataire,4,1963-08-28,63
Marié(e),0,1997-06-19,65
Veuf/Veuve,3,1959-12-16,71
Divorcé(e),3,1998-05-12,57
Marié(e),4,1978-04-25,83
Veuf/Veuve,5,1966-01-06,76
Marié(e),5,1956-11-27,79
Marié(e),5,1976-07-22,79
Marié(e),3,1998-01-25,69
Divorcé(e),5,1963-12-09,64
Veuf/Veuve,2,1979-08-27,76
Veuf/Veuve,5,1964-08-05,77
Veuf/Veuve,3,1968-04-04,70
Divorcé(e),3,1965-09-28,64
Veuf/Veuve,0,1982-02-15,70
Veuf/Veuve,0,1986-10-15,72
Veuf/Veuve,5,1996-02-01,74
Célibataire,1,1987-01-22,68
Marié(e),2,2002-01-26,71
Célibataire,1,1968-07-19,65
Divorcé(e),3,1967-07-12,62
Divorcé(e),3,1961-01-31,65
Veuf/Veuve,3,1997-04-15,79
Marié(e),4,2000-06-12,74
Divorcé(e),1,1984-01-15,64
Divorcé(e),4,1991-03-10,56
Célibataire,0,1969-03-30,63
Célibataire,5,1964-06-29,67
Veuf/Veuve,2,1975-09-26,73
Célibataire,1,1989-06-03,76
Célibataire,0,1977-06-08,61
Célibataire,5,1961-07-03,67
Divorcé(e),4,1957-08-10,61
Divorcé(e),0,1995-04-17,61
Marié(e),5,1972-11-18,79
Divorcé(e),3,1994-03-20,65
Divorcé(e),1,1973-01-05,65
Marié(e),3,2002-05-19,68
Célibataire,4,1957-02-20,70
Célibataire,1,1957-12-12,62
Célibataire,2,1991-07-28,79
Célibataire,2,1971-08-04,70
Veuf/Veuve,1,1973-07-30,79
Veuf/Veuve,4,1986-07-21,75
Marié(e),0,1994-05-04,71
Veuf/Veuve,0,1961-12-22,72
Divorcé(e),0,1965-07-18,63
Marié(e),0,2003-06-17,70
Célibataire,1,1980-12-21,64
